timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1745250279303,90,Get characters,200,OK,Thread Group 1-1208,text,true,,928,158,219,219,http://localhost:3001/characters,90,0,1
1745250279303,91,Get characters,200,OK,Thread Group 1-97,text,true,,928,158,219,219,http://localhost:3001/characters,91,0,1
1745250279101,339,Get characters,200,OK,Thread Group 1-18,text,true,,928,158,219,219,http://localhost:3001/characters,339,0,3
1745250279108,332,Get characters,200,OK,Thread Group 1-4,text,true,,928,158,219,219,http://localhost:3001/characters,332,0,0
1745250279304,218,Get characters,200,OK,Thread Group 1-99,text,true,,928,158,323,323,http://localhost:3001/characters,218,0,1
1745250279303,219,Get characters,200,OK,Thread Group 1-100,text,true,,928,158,323,323,http://localhost:3001/characters,219,0,1
1745250279315,283,Get characters,200,OK,Thread Group 1-1334,text,true,,928,158,374,374,http://localhost:3001/characters,283,0,0
1745250279311,287,Get characters,200,OK,Thread Group 1-1291,text,true,,1010,158,374,374,http://localhost:3001/characters,287,0,1
1745250279522,76,Create,201,Created,Thread Group 1-99,text,true,,280,224,374,374,http://localhost:3001/character,76,0,0
1745250279394,204,Create,201,Created,Thread Group 1-97,text,true,,280,224,374,374,http://localhost:3001/character,204,0,0
1745250279314,284,Get characters,200,OK,Thread Group 1-1326,text,true,,1010,158,374,374,http://localhost:3001/characters,284,0,0
1745250279522,76,Create,201,Created,Thread Group 1-100,text,true,,280,224,374,374,http://localhost:3001/character,76,0,0
1745250279306,292,Get characters,200,OK,Thread Group 1-1209,text,true,,1010,158,374,374,http://localhost:3001/characters,292,0,0
1745250279308,290,Get characters,200,OK,Thread Group 1-1263,text,true,,1010,158,374,374,http://localhost:3001/characters,290,0,0
1745250279313,286,Get characters,200,OK,Thread Group 1-1313,text,true,,1010,158,374,374,http://localhost:3001/characters,285,0,0
1745250279300,299,Get characters,200,OK,Thread Group 1-93,text,true,,1010,158,374,374,http://localhost:3001/characters,299,0,12
1745250279314,285,Get characters,200,OK,Thread Group 1-1322,text,true,,1010,158,374,374,http://localhost:3001/characters,285,0,0
1745250279305,294,Get characters,200,OK,Thread Group 1-101,text,true,,1010,158,374,374,http://localhost:3001/characters,294,0,1
1745250279310,289,Get characters,200,OK,Thread Group 1-1288,text,true,,1010,158,374,374,http://localhost:3001/characters,289,0,0
1745250279307,292,Get characters,200,OK,Thread Group 1-1266,text,true,,1010,158,374,374,http://localhost:3001/characters,292,0,2
